COMMODITY_SITC,COUNTRY_ORIGIN,STATE_DEST,FREQ,TIME_PERIOD,value
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2012-10,3447146
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2012-11,3792666
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2012-12,3312363
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-01,3215003
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-02,3384044
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-03,3314201
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-04,3356265
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-05,3612368
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-06,3114060
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-07,3765361
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-08,3299743
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-09,3672590
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-10,3790349
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-11,3935268
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2013-12,3703085
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-01,3783284
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-02,3736573
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-03,3066331
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-04,3160506
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-05,3697708
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-06,3624609
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-07,3574590
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-08,2806278
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-09,3602177
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-10,3340998
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-11,2791479
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2014-12,2621869
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-01,2384072
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-02,2360160
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-03,2381391
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-04,2663386
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-05,2667762
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-06,2702573
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-07,2544358
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-08,2304434
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-09,2257505
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-10,2328134
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-11,2065654
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2015-12,2192282
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-01,1581198
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-02,1437078
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-03,1793484
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-04,1939847
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-05,2114921
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-06,2175722
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-07,1873673
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-08,1929236
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-09,2125533
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-10,2065389
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-11,2150133
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2016-12,2417652
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-01,2373456
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-02,2338478
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-03,2949557
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-04,2059783
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-05,2640029
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-06,1999100
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-07,2293432
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-08,2551954
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-09,2252443
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-10,2751461
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-11,2800747
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-12,2795761
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-01,3280277
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-02,2804064
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-03,2855293
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-04,3198801
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-05,3718438
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-06,3429766
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-07,3364920
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-08,3538357
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-09,3501746
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-10,4135289
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-11,3554084
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-12,3132162
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-01,3188631
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-02,2724454
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-03,3413670
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-04,3172951
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-05,3447943
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-06,2944291
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-07,3294160
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-08,3426185
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-09,2870450
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-10,3581540
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-11,2892931
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-12,3836836
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-01,3242572
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-02,2471789
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-03,2198913
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-04,1720691
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-05,1340176
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-06,1606030
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-07,1873546
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-08,1839294
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-09,1590187
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-10,1678881
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-11,1919983
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-12,1624848
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-01,2139487
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-02,2196749
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-03,2637696
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-04,2618871
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-05,2231982
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-06,3307429
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-07,2888421
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-08,2817263
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-09,2903090
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-10,3552188
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-11,3635053
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-12,3624724
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-01,3597096
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-02,3793970
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-03,5327182
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-04,4812041
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-05,6232231
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-06,6908233
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-07,5696432
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-08,6181815
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-09,6033977
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-10,6309295
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-11,5789262
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-12,5126139
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-01,4696674
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-02,4824396
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-03,4757358
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-04,4198066
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-05,5231083
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-06,4416458
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-07,4905202
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-08,5724877
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-09,5696116
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-10,6129379
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-11,4942558
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-12,5144222
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-01,4591802
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-02,5094334
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-03,5114281
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-04,5023710
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-07,168721
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-08,203094
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-09,158439
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-10,182298
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-11,179618
"Crude materials, inedible, except fuels",Total,Total,Monthly,2000-12,176721
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-01,147248
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-02,129403
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-03,152810
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-04,126782
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-05,159708
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-06,131391
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-07,150099
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-08,160504
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-09,129129
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-10,189912
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-11,146399
"Crude materials, inedible, except fuels",Total,Total,Monthly,2001-12,120750
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-01,145225
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-02,134312
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-03,143345
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-04,151786
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-05,160301
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-06,124348
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-07,148530
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-08,189778
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-09,192908
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-10,173106
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-11,154154
"Crude materials, inedible, except fuels",Total,Total,Monthly,2002-12,168317
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-01,142624
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-02,158634
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-03,171515
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-04,152456
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-05,163543
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-06,138100
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-07,168719
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-08,167639
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-09,156025
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-10,170072
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-11,163845
"Crude materials, inedible, except fuels",Total,Total,Monthly,2003-12,184450
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-01,151234
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-02,131979
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-03,160848
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-04,153569
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-05,150961
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-06,171406
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-07,151460
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-08,172906
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-09,167788
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-10,151276
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-11,182628
"Crude materials, inedible, except fuels",Total,Total,Monthly,2004-12,145745
