COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,value
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-02,1550714
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-03,1785257
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-04,1415831
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-05,2004006
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-06,1752231
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-07,1653128
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-08,1651578
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-09,1429907
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-10,1711804
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-11,1459973
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-12,1608241
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-01,1386885
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-02,1587177
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-03,1678516
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-04,1797371
Machinery and transport equipment,Total,Total,Monthly,2000-01,632652
Machinery and transport equipment,Total,Total,Monthly,2000-02,928198
Machinery and transport equipment,Total,Total,Monthly,2000-03,990220
Machinery and transport equipment,Total,Total,Monthly,2000-04,856501
Machinery and transport equipment,Total,Total,Monthly,2000-05,1022591
Machinery and transport equipment,Total,Total,Monthly,2000-06,1063206
Machinery and transport equipment,Total,Total,Monthly,2000-07,1137779
Machinery and transport equipment,Total,Total,Monthly,2000-08,1035415
Machinery and transport equipment,Total,Total,Monthly,2000-09,1199237
Machinery and transport equipment,Total,Total,Monthly,2000-10,1128443
Machinery and transport equipment,Total,Total,Monthly,2000-11,1223159
Machinery and transport equipment,Total,Total,Monthly,2000-12,1269917
Machinery and transport equipment,Total,Total,Monthly,2001-01,704405
Machinery and transport equipment,Total,Total,Monthly,2001-02,1027443
Machinery and transport equipment,Total,Total,Monthly,2001-03,1226327
Machinery and transport equipment,Total,Total,Monthly,2001-04,1178050
Machinery and transport equipment,Total,Total,Monthly,2001-05,1171190
Machinery and transport equipment,Total,Total,Monthly,2001-06,1137949
Machinery and transport equipment,Total,Total,Monthly,2001-07,1071381
Machinery and transport equipment,Total,Total,Monthly,2001-08,1173247
Machinery and transport equipment,Total,Total,Monthly,2001-09,1101880
Machinery and transport equipment,Total,Total,Monthly,2001-10,1316136
Machinery and transport equipment,Total,Total,Monthly,2001-11,1275141
Machinery and transport equipment,Total,Total,Monthly,2001-12,1460745
Machinery and transport equipment,Total,Total,Monthly,2002-01,762196
Machinery and transport equipment,Total,Total,Monthly,2002-02,1048760
Machinery and transport equipment,Total,Total,Monthly,2002-03,1425200
Machinery and transport equipment,Total,Total,Monthly,2002-04,1152839
Machinery and transport equipment,Total,Total,Monthly,2002-05,1086060
Machinery and transport equipment,Total,Total,Monthly,2002-06,1286715
Machinery and transport equipment,Total,Total,Monthly,2002-07,1127258
Machinery and transport equipment,Total,Total,Monthly,2002-08,1193235
Machinery and transport equipment,Total,Total,Monthly,2002-09,1150242
Machinery and transport equipment,Total,Total,Monthly,2002-10,1253626
Machinery and transport equipment,Total,Total,Monthly,2002-11,1343998
Machinery and transport equipment,Total,Total,Monthly,2002-12,1366597
Machinery and transport equipment,Total,Total,Monthly,2003-01,804968
Machinery and transport equipment,Total,Total,Monthly,2003-02,1008601
Machinery and transport equipment,Total,Total,Monthly,2003-03,1152735
Machinery and transport equipment,Total,Total,Monthly,2003-04,1006266
Machinery and transport equipment,Total,Total,Monthly,2003-05,1108955
Machinery and transport equipment,Total,Total,Monthly,2003-06,1013024
Machinery and transport equipment,Total,Total,Monthly,2003-07,1026774
Machinery and transport equipment,Total,Total,Monthly,2003-08,1149651
Machinery and transport equipment,Total,Total,Monthly,2003-09,1083310
Machinery and transport equipment,Total,Total,Monthly,2003-10,1048262
Machinery and transport equipment,Total,Total,Monthly,2003-11,987743
Machinery and transport equipment,Total,Total,Monthly,2003-12,1060443
Machinery and transport equipment,Total,Total,Monthly,2004-01,621869
Machinery and transport equipment,Total,Total,Monthly,2004-02,944660
Machinery and transport equipment,Total,Total,Monthly,2004-03,1004944
Machinery and transport equipment,Total,Total,Monthly,2004-04,942246
Machinery and transport equipment,Total,Total,Monthly,2004-05,1027844
Machinery and transport equipment,Total,Total,Monthly,2004-06,1058194
Machinery and transport equipment,Total,Total,Monthly,2004-07,1031196
Machinery and transport equipment,Total,Total,Monthly,2004-08,988864
Machinery and transport equipment,Total,Total,Monthly,2004-09,1060014
Machinery and transport equipment,Total,Total,Monthly,2004-10,1080938
Machinery and transport equipment,Total,Total,Monthly,2004-11,999578
Machinery and transport equipment,Total,Total,Monthly,2004-12,1211173
Machinery and transport equipment,Total,Total,Monthly,2005-01,664105
Machinery and transport equipment,Total,Total,Monthly,2005-02,922417
Machinery and transport equipment,Total,Total,Monthly,2005-03,1056727
Machinery and transport equipment,Total,Total,Monthly,2005-04,1160829
Machinery and transport equipment,Total,Total,Monthly,2005-05,1126537
Machinery and transport equipment,Total,Total,Monthly,2005-06,1116034
Machinery and transport equipment,Total,Total,Monthly,2005-07,1110718
Machinery and transport equipment,Total,Total,Monthly,2005-08,1181921
Machinery and transport equipment,Total,Total,Monthly,2005-09,1172291
Machinery and transport equipment,Total,Total,Monthly,2005-10,1197610
Machinery and transport equipment,Total,Total,Monthly,2005-11,1154704
Machinery and transport equipment,Total,Total,Monthly,2005-12,1279756
Machinery and transport equipment,Total,Total,Monthly,2006-01,622277
Machinery and transport equipment,Total,Total,Monthly,2006-02,1032710
Machinery and transport equipment,Total,Total,Monthly,2006-03,1201675
Machinery and transport equipment,Total,Total,Monthly,2006-04,1120495
Machinery and transport equipment,Total,Total,Monthly,2006-05,1125087
Machinery and transport equipment,Total,Total,Monthly,2006-06,1152586
Machinery and transport equipment,Total,Total,Monthly,2006-07,1029008
Machinery and transport equipment,Total,Total,Monthly,2006-08,1149017
Machinery and transport equipment,Total,Total,Monthly,2006-09,1120280
Machinery and transport equipment,Total,Total,Monthly,2006-10,1156239
Machinery and transport equipment,Total,Total,Monthly,2006-11,1085832
Machinery and transport equipment,Total,Total,Monthly,2006-12,1203014
Machinery and transport equipment,Total,Total,Monthly,2007-01,676754
Machinery and transport equipment,Total,Total,Monthly,2007-02,985194
Machinery and transport equipment,Total,Total,Monthly,2007-03,1155751
Machinery and transport equipment,Total,Total,Monthly,2007-04,1107119
Machinery and transport equipment,Total,Total,Monthly,2007-05,1220646
Machinery and transport equipment,Total,Total,Monthly,2007-06,1125816
Machinery and transport equipment,Total,Total,Monthly,2007-07,1209217
Machinery and transport equipment,Total,Total,Monthly,2007-08,1216217
Machinery and transport equipment,Total,Total,Monthly,2007-09,1259031
Machinery and transport equipment,Total,Total,Monthly,2007-10,1243051
Machinery and transport equipment,Total,Total,Monthly,2007-11,1240153
Machinery and transport equipment,Total,Total,Monthly,2007-12,1329966
Machinery and transport equipment,Total,Total,Monthly,2008-01,821476
Machinery and transport equipment,Total,Total,Monthly,2008-02,1219765
Machinery and transport equipment,Total,Total,Monthly,2008-03,1167999
Machinery and transport equipment,Total,Total,Monthly,2008-04,1208622
Machinery and transport equipment,Total,Total,Monthly,2008-05,1370263
Machinery and transport equipment,Total,Total,Monthly,2008-06,1175923
Machinery and transport equipment,Total,Total,Monthly,2008-07,1269948
Machinery and transport equipment,Total,Total,Monthly,2008-08,1379118
Machinery and transport equipment,Total,Total,Monthly,2008-09,1317451
Machinery and transport equipment,Total,Total,Monthly,2008-10,1610376
Machinery and transport equipment,Total,Total,Monthly,2008-11,1366004
Machinery and transport equipment,Total,Total,Monthly,2008-12,1381244
Machinery and transport equipment,Total,Total,Monthly,2009-01,745541
Machinery and transport equipment,Total,Total,Monthly,2009-02,1048125
Machinery and transport equipment,Total,Total,Monthly,2009-03,1142557
Machinery and transport equipment,Total,Total,Monthly,2009-04,908552
Machinery and transport equipment,Total,Total,Monthly,2009-05,898379
Machinery and transport equipment,Total,Total,Monthly,2009-06,916144
Machinery and transport equipment,Total,Total,Monthly,2009-07,1016349
Machinery and transport equipment,Total,Total,Monthly,2009-08,1009329
Machinery and transport equipment,Total,Total,Monthly,2009-09,1054553
Machinery and transport equipment,Total,Total,Monthly,2009-10,1086425
Machinery and transport equipment,Total,Total,Monthly,2009-11,1001461
Machinery and transport equipment,Total,Total,Monthly,2009-12,1075214
Machinery and transport equipment,Total,Total,Monthly,2010-01,661678
Machinery and transport equipment,Total,Total,Monthly,2010-02,981015
Machinery and transport equipment,Total,Total,Monthly,2010-03,1084113
Machinery and transport equipment,Total,Total,Monthly,2010-04,939335
Machinery and transport equipment,Total,Total,Monthly,2010-05,1074611
Machinery and transport equipment,Total,Total,Monthly,2010-06,1051153
Machinery and transport equipment,Total,Total,Monthly,2010-07,1058236
Machinery and transport equipment,Total,Total,Monthly,2010-08,1139057
Machinery and transport equipment,Total,Total,Monthly,2010-09,1013974
Machinery and transport equipment,Total,Total,Monthly,2010-10,1065603
Machinery and transport equipment,Total,Total,Monthly,2010-11,968457
Machinery and transport equipment,Total,Total,Monthly,2010-12,1190727
Machinery and transport equipment,Total,Total,Monthly,2011-01,661428
Machinery and transport equipment,Total,Total,Monthly,2011-02,999595
Machinery and transport equipment,Total,Total,Monthly,2011-03,1116534
Machinery and transport equipment,Total,Total,Monthly,2011-04,980967
Machinery and transport equipment,Total,Total,Monthly,2011-05,1108991
Machinery and transport equipment,Total,Total,Monthly,2011-06,1021191
Machinery and transport equipment,Total,Total,Monthly,2011-07,1101611
Machinery and transport equipment,Total,Total,Monthly,2011-08,1105587
Machinery and transport equipment,Total,Total,Monthly,2011-09,1075531
Machinery and transport equipment,Total,Total,Monthly,2011-10,1079480
Machinery and transport equipment,Total,Total,Monthly,2011-11,1056279
Machinery and transport equipment,Total,Total,Monthly,2011-12,1277960
Machinery and transport equipment,Total,Total,Monthly,2012-01,768792
Machinery and transport equipment,Total,Total,Monthly,2012-02,1075780
Machinery and transport equipment,Total,Total,Monthly,2012-03,1181063
Machinery and transport equipment,Total,Total,Monthly,2012-04,1031390
Machinery and transport equipment,Total,Total,Monthly,2012-05,1221091
Machinery and transport equipment,Total,Total,Monthly,2012-06,1163374
Machinery and transport equipment,Total,Total,Monthly,2012-07,1149889
Machinery and transport equipment,Total,Total,Monthly,2012-08,1185055
Machinery and transport equipment,Total,Total,Monthly,2012-09,1149642
Machinery and transport equipment,Total,Total,Monthly,2012-10,1085100
Machinery and transport equipment,Total,Total,Monthly,2012-11,1121774
Machinery and transport equipment,Total,Total,Monthly,2012-12,1170355
Machinery and transport equipment,Total,Total,Monthly,2013-01,681349
Machinery and transport equipment,Total,Total,Monthly,2013-02,1019212
Machinery and transport equipment,Total,Total,Monthly,2013-03,1254393
Machinery and transport equipment,Total,Total,Monthly,2013-04,942675
Machinery and transport equipment,Total,Total,Monthly,2013-05,1172364
Machinery and transport equipment,Total,Total,Monthly,2013-06,1133821
Machinery and transport equipment,Total,Total,Monthly,2013-07,1207632
Machinery and transport equipment,Total,Total,Monthly,2013-08,1232896
Machinery and transport equipment,Total,Total,Monthly,2013-09,1233419
Machinery and transport equipment,Total,Total,Monthly,2013-10,1228538
Machinery and transport equipment,Total,Total,Monthly,2013-11,1114902
Machinery and transport equipment,Total,Total,Monthly,2013-12,1394093
Machinery and transport equipment,Total,Total,Monthly,2014-01,860200
Machinery and transport equipment,Total,Total,Monthly,2014-02,1100752
Machinery and transport equipment,Total,Total,Monthly,2014-03,1261800
Machinery and transport equipment,Total,Total,Monthly,2014-04,1065878
Machinery and transport equipment,Total,Total,Monthly,2014-05,1377046
Machinery and transport equipment,Total,Total,Monthly,2014-06,1128448
Machinery and transport equipment,Total,Total,Monthly,2014-07,1268636
Machinery and transport equipment,Total,Total,Monthly,2014-08,1386265
Machinery and transport equipment,Total,Total,Monthly,2014-09,1226515
Machinery and transport equipment,Total,Total,Monthly,2014-10,1250458
Machinery and transport equipment,Total,Total,Monthly,2014-11,1299448
Machinery and transport equipment,Total,Total,Monthly,2014-12,1483674
Machinery and transport equipment,Total,Total,Monthly,2015-01,1020085
Machinery and transport equipment,Total,Total,Monthly,2015-02,1244611
Machinery and transport equipment,Total,Total,Monthly,2015-03,1378715
Machinery and transport equipment,Total,Total,Monthly,2015-04,1241661
Machinery and transport equipment,Total,Total,Monthly,2015-05,1374691
Machinery and transport equipment,Total,Total,Monthly,2015-06,1357057
Machinery and transport equipment,Total,Total,Monthly,2015-07,1420280
Machinery and transport equipment,Total,Total,Monthly,2015-08,1404404
Machinery and transport equipment,Total,Total,Monthly,2015-09,1352777
Machinery and transport equipment,Total,Total,Monthly,2015-10,1450425
Machinery and transport equipment,Total,Total,Monthly,2015-11,1301183
Machinery and transport equipment,Total,Total,Monthly,2015-12,1492114
Machinery and transport equipment,Total,Total,Monthly,2016-01,950637
Machinery and transport equipment,Total,Total,Monthly,2016-02,1370132
Machinery and transport equipment,Total,Total,Monthly,2016-03,1372471
Machinery and transport equipment,Total,Total,Monthly,2016-04,1242892
Machinery and transport equipment,Total,Total,Monthly,2016-05,1330478
Machinery and transport equipment,Total,Total,Monthly,2016-06,1284225
Machinery and transport equipment,Total,Total,Monthly,2016-07,1375920
Machinery and transport equipment,Total,Total,Monthly,2016-08,1239692
Machinery and transport equipment,Total,Total,Monthly,2016-09,1267527
Machinery and transport equipment,Total,Total,Monthly,2016-10,1277707
Machinery and transport equipment,Total,Total,Monthly,2016-11,1291235
Machinery and transport equipment,Total,Total,Monthly,2016-12,1384201
Machinery and transport equipment,Total,Total,Monthly,2017-01,902940
Machinery and transport equipment,Total,Total,Monthly,2017-02,1135804
Machinery and transport equipment,Total,Total,Monthly,2017-03,1257452
Machinery and transport equipment,Total,Total,Monthly,2017-04,1160476
Machinery and transport equipment,Total,Total,Monthly,2017-05,1245820
Machinery and transport equipment,Total,Total,Monthly,2017-06,1339117
Machinery and transport equipment,Total,Total,Monthly,2017-07,1310333
Machinery and transport equipment,Total,Total,Monthly,2017-08,1365628
Machinery and transport equipment,Total,Total,Monthly,2017-09,1254312
Machinery and transport equipment,Total,Total,Monthly,2017-10,1188769
Machinery and transport equipment,Total,Total,Monthly,2017-11,1178023
Machinery and transport equipment,Total,Total,Monthly,2017-12,1300422
Machinery and transport equipment,Total,Total,Monthly,2018-01,944716
Machinery and transport equipment,Total,Total,Monthly,2018-02,1053184
Machinery and transport equipment,Total,Total,Monthly,2018-03,1247100
Machinery and transport equipment,Total,Total,Monthly,2018-04,1134704
Machinery and transport equipment,Total,Total,Monthly,2018-05,1255135
Machinery and transport equipment,Total,Total,Monthly,2018-06,1346698
Machinery and transport equipment,Total,Total,Monthly,2018-07,1315311
Machinery and transport equipment,Total,Total,Monthly,2018-08,1323547
Machinery and transport equipment,Total,Total,Monthly,2018-09,1322076
Machinery and transport equipment,Total,Total,Monthly,2018-10,1317215
Machinery and transport equipment,Total,Total,Monthly,2018-11,1234818
Machinery and transport equipment,Total,Total,Monthly,2018-12,1856746
Machinery and transport equipment,Total,Total,Monthly,2019-01,1049384
Machinery and transport equipment,Total,Total,Monthly,2019-02,1176669
Machinery and transport equipment,Total,Total,Monthly,2019-03,1508773
Machinery and transport equipment,Total,Total,Monthly,2019-04,1290924
Machinery and transport equipment,Total,Total,Monthly,2019-05,1422059
Machinery and transport equipment,Total,Total,Monthly,2019-06,1577668
Machinery and transport equipment,Total,Total,Monthly,2019-07,1503243
Machinery and transport equipment,Total,Total,Monthly,2019-08,1373030
Machinery and transport equipment,Total,Total,Monthly,2019-09,1355701
Machinery and transport equipment,Total,Total,Monthly,2019-10,1596410
Machinery and transport equipment,Total,Total,Monthly,2019-11,1587308
Machinery and transport equipment,Total,Total,Monthly,2019-12,1551129
Machinery and transport equipment,Total,Total,Monthly,2020-01,1061684
Machinery and transport equipment,Total,Total,Monthly,2020-02,1405966
Machinery and transport equipment,Total,Total,Monthly,2020-03,1507629
Machinery and transport equipment,Total,Total,Monthly,2020-04,1115575
Machinery and transport equipment,Total,Total,Monthly,2020-05,1083572
Machinery and transport equipment,Total,Total,Monthly,2020-06,1192992
Machinery and transport equipment,Total,Total,Monthly,2020-07,1168426
Machinery and transport equipment,Total,Total,Monthly,2020-08,1154358
Machinery and transport equipment,Total,Total,Monthly,2020-09,1072991
Machinery and transport equipment,Total,Total,Monthly,2020-10,1281520
Machinery and transport equipment,Total,Total,Monthly,2020-11,1314333
Machinery and transport equipment,Total,Total,Monthly,2020-12,1318233
Machinery and transport equipment,Total,Total,Monthly,2021-01,931635
Machinery and transport equipment,Total,Total,Monthly,2021-02,1042570
Machinery and transport equipment,Total,Total,Monthly,2021-03,1268054
Machinery and transport equipment,Total,Total,Monthly,2021-04,1145116
Machinery and transport equipment,Total,Total,Monthly,2021-05,1272377
Machinery and transport equipment,Total,Total,Monthly,2021-06,1403818
Machinery and transport equipment,Total,Total,Monthly,2021-07,1286483
Machinery and transport equipment,Total,Total,Monthly,2021-08,1237611
Machinery and transport equipment,Total,Total,Monthly,2021-09,1245118
Machinery and transport equipment,Total,Total,Monthly,2021-10,1177671
Machinery and transport equipment,Total,Total,Monthly,2021-11,1316139
Machinery and transport equipment,Total,Total,Monthly,2021-12,1400589
Machinery and transport equipment,Total,Total,Monthly,2022-01,1199844
Machinery and transport equipment,Total,Total,Monthly,2022-02,1236716
Machinery and transport equipment,Total,Total,Monthly,2022-03,1302160
Machinery and transport equipment,Total,Total,Monthly,2022-04,1302673
Machinery and transport equipment,Total,Total,Monthly,2022-05,1291890
Machinery and transport equipment,Total,Total,Monthly,2022-06,1337396
Machinery and transport equipment,Total,Total,Monthly,2022-07,1256402
Machinery and transport equipment,Total,Total,Monthly,2022-08,1353538
Machinery and transport equipment,Total,Total,Monthly,2022-09,1547593
Machinery and transport equipment,Total,Total,Monthly,2022-10,1553446
Machinery and transport equipment,Total,Total,Monthly,2022-11,1574503
Machinery and transport equipment,Total,Total,Monthly,2022-12,1558956
Machinery and transport equipment,Total,Total,Monthly,2023-01,1185795
Machinery and transport equipment,Total,Total,Monthly,2023-02,1352144
Machinery and transport equipment,Total,Total,Monthly,2023-03,1524378
Machinery and transport equipment,Total,Total,Monthly,2023-04,1483233
Machinery and transport equipment,Total,Total,Monthly,2023-05,1577414
Machinery and transport equipment,Total,Total,Monthly,2023-06,1553378
Machinery and transport equipment,Total,Total,Monthly,2023-07,1621783
Machinery and transport equipment,Total,Total,Monthly,2023-08,1667253
Machinery and transport equipment,Total,Total,Monthly,2023-09,1671136
Machinery and transport equipment,Total,Total,Monthly,2023-10,1598328
Machinery and transport equipment,Total,Total,Monthly,2023-11,1800058
Machinery and transport equipment,Total,Total,Monthly,2023-12,1571137
Machinery and transport equipment,Total,Total,Monthly,2024-01,1281202
Machinery and transport equipment,Total,Total,Monthly,2024-02,1497023
Machinery and transport equipment,Total,Total,Monthly,2024-03,1782879
Machinery and transport equipment,Total,Total,Monthly,2024-04,1686241
Total,Total,Total,Monthly,2000-01,6831151
Total,Total,Total,Monthly,2000-02,8232833
Total,Total,Total,Monthly,2000-03,8812411
Total,Total,Total,Monthly,2000-04,8270782
Total,Total,Total,Monthly,2000-05,9218749
Total,Total,Total,Monthly,2000-06,9192698
Total,Total,Total,Monthly,2000-07,9366784
Total,Total,Total,Monthly,2000-08,9373715
Total,Total,Total,Monthly,2000-09,9779280
Total,Total,Total,Monthly,2000-10,10550813
Total,Total,Total,Monthly,2000-11,10431051
Total,Total,Total,Monthly,2000-12,10293815
Total,Total,Total,Monthly,2001-01,8326671
Total,Total,Total,Monthly,2001-02,9223094
Total,Total,Total,Monthly,2001-03,10571323
Total,Total,Total,Monthly,2001-04,10306084
Total,Total,Total,Monthly,2001-05,10695843
Total,Total,Total,Monthly,2001-06,10620633
Total,Total,Total,Monthly,2001-07,10583601
Total,Total,Total,Monthly,2001-08,10492916
Total,Total,Total,Monthly,2001-09,10605215
Total,Total,Total,Monthly,2001-10,10793673
Total,Total,Total,Monthly,2001-11,10122280
Total,Total,Total,Monthly,2001-12,10188955
Total,Total,Total,Monthly,2002-01,8963019
Total,Total,Total,Monthly,2002-02,9300645
Total,Total,Total,Monthly,2002-03,10449057
Total,Total,Total,Monthly,2002-04,9784180
Total,Total,Total,Monthly,2002-05,10018307
Total,Total,Total,Monthly,2002-06,9806574
Total,Total,Total,Monthly,2002-07,10121715
Total,Total,Total,Monthly,2002-08,10278366
Total,Total,Total,Monthly,2002-09,9915755
Total,Total,Total,Monthly,2002-10,10415817
Total,Total,Total,Monthly,2002-11,9997864
Total,Total,Total,Monthly,2002-12,10406275
Total,Total,Total,Monthly,2003-01,8926993
Total,Total,Total,Monthly,2003-02,9055607
Total,Total,Total,Monthly,2003-03,9868401
Total,Total,Total,Monthly,2003-04,8698917
Total,Total,Total,Monthly,2003-05,8971962
Total,Total,Total,Monthly,2003-06,8821773
Total,Total,Total,Monthly,2003-07,8520403
Total,Total,Total,Monthly,2003-08,9062045
Total,Total,Total,Monthly,2003-09,9057131
Total,Total,Total,Monthly,2003-10,9065054
Total,Total,Total,Monthly,2003-11,8674366
Total,Total,Total,Monthly,2003-12,9233667
Total,Total,Total,Monthly,2004-01,7903461
Total,Total,Total,Monthly,2004-02,8378856
Total,Total,Total,Monthly,2004-03,9219503
Total,Total,Total,Monthly,2004-04,9341386
Total,Total,Total,Monthly,2004-05,10109686
Total,Total,Total,Monthly,2004-06,10483807
Total,Total,Total,Monthly,2004-07,10070152
Total,Total,Total,Monthly,2004-08,10387699
Total,Total,Total,Monthly,2004-09,10476207
Total,Total,Total,Monthly,2004-10,10714263
Total,Total,Total,Monthly,2004-11,10036724
Total,Total,Total,Monthly,2004-12,10651376
Total,Total,Total,Monthly,2005-01,9232638
Total,Total,Total,Monthly,2005-02,9503409
Total,Total,Total,Monthly,2005-03,10451659
Total,Total,Total,Monthly,2005-04,11566650
Total,Total,Total,Monthly,2005-05,12149662
Total,Total,Total,Monthly,2005-06,11582633
Total,Total,Total,Monthly,2005-07,12267962
Total,Total,Total,Monthly,2005-08,11904079
Total,Total,Total,Monthly,2005-09,11743859
Total,Total,Total,Monthly,2005-10,12526899
Total,Total,Total,Monthly,2005-11,12130789
Total,Total,Total,Monthly,2005-12,14018458
Total,Total,Total,Monthly,2006-01,10808364
Total,Total,Total,Monthly,2006-02,12358417
Total,Total,Total,Monthly,2006-03,13172204
Total,Total,Total,Monthly,2006-04,13425403
Total,Total,Total,Monthly,2006-05,13471602
Total,Total,Total,Monthly,2006-06,14664296
Total,Total,Total,Monthly,2006-07,14312579
Total,Total,Total,Monthly,2006-08,14301930
Total,Total,Total,Monthly,2006-09,14000190
Total,Total,Total,Monthly,2006-10,14645785
Total,Total,Total,Monthly,2006-11,13895531
Total,Total,Total,Monthly,2006-12,14697480
Total,Total,Total,Monthly,2007-01,12624735
Total,Total,Total,Monthly,2007-02,13252546
Total,Total,Total,Monthly,2007-03,13928735
Total,Total,Total,Monthly,2007-04,13878022
Total,Total,Total,Monthly,2007-05,14699971
Total,Total,Total,Monthly,2007-06,13861035
Total,Total,Total,Monthly,2007-07,14404899
Total,Total,Total,Monthly,2007-08,14642700
Total,Total,Total,Monthly,2007-09,13740272
Total,Total,Total,Monthly,2007-10,13689019
Total,Total,Total,Monthly,2007-11,14081291
Total,Total,Total,Monthly,2007-12,15581728
Total,Total,Total,Monthly,2008-01,13422014
Total,Total,Total,Monthly,2008-02,13614422
Total,Total,Total,Monthly,2008-03,15435964
Total,Total,Total,Monthly,2008-04,16351597
Total,Total,Total,Monthly,2008-05,17791925
Total,Total,Total,Monthly,2008-06,18100903
Total,Total,Total,Monthly,2008-07,18645306
Total,Total,Total,Monthly,2008-08,20471984
Total,Total,Total,Monthly,2008-09,21630047
Total,Total,Total,Monthly,2008-10,24148971
Total,Total,Total,Monthly,2008-11,21869608
Total,Total,Total,Monthly,2008-12,20858176
Total,Total,Total,Monthly,2009-01,17354348
Total,Total,Total,Monthly,2009-02,18502994
Total,Total,Total,Monthly,2009-03,19832220
Total,Total,Total,Monthly,2009-04,16277937
Total,Total,Total,Monthly,2009-05,15667180
Total,Total,Total,Monthly,2009-06,15570234
Total,Total,Total,Monthly,2009-07,15292715
Total,Total,Total,Monthly,2009-08,15190376
Total,Total,Total,Monthly,2009-09,15913849
Total,Total,Total,Monthly,2009-10,15808293
Total,Total,Total,Monthly,2009-11,14614734
Total,Total,Total,Monthly,2009-12,16532215
Total,Total,Total,Monthly,2010-01,14656114
Total,Total,Total,Monthly,2010-02,14909840
Total,Total,Total,Monthly,2010-03,16711995
Total,Total,Total,Monthly,2010-04,18581970
Total,Total,Total,Monthly,2010-05,20692357
Total,Total,Total,Monthly,2010-06,21815673
Total,Total,Total,Monthly,2010-07,21109699
Total,Total,Total,Monthly,2010-08,21035585
Total,Total,Total,Monthly,2010-09,20098501
Total,Total,Total,Monthly,2010-10,20580548
Total,Total,Total,Monthly,2010-11,19656552
Total,Total,Total,Monthly,2010-12,21292181
Total,Total,Total,Monthly,2011-01,17468299
Total,Total,Total,Monthly,2011-02,17322919
Total,Total,Total,Monthly,2011-03,21624171
Total,Total,Total,Monthly,2011-04,20679430
Total,Total,Total,Monthly,2011-05,22651420
Total,Total,Total,Monthly,2011-06,22204603
Total,Total,Total,Monthly,2011-07,22223885
Total,Total,Total,Monthly,2011-08,24683141
Total,Total,Total,Monthly,2011-09,23440652
Total,Total,Total,Monthly,2011-10,23213312
Total,Total,Total,Monthly,2011-11,21954584
Total,Total,Total,Monthly,2011-12,24230897
Total,Total,Total,Monthly,2012-01,18388897
Total,Total,Total,Monthly,2012-02,18930687
Total,Total,Total,Monthly,2012-03,20783874
Total,Total,Total,Monthly,2012-04,21163205
Total,Total,Total,Monthly,2012-05,22641113
Total,Total,Total,Monthly,2012-06,22362610
Total,Total,Total,Monthly,2012-07,21589584
Total,Total,Total,Monthly,2012-08,20639512
Total,Total,Total,Monthly,2012-09,19598951
Total,Total,Total,Monthly,2012-10,20238945
Total,Total,Total,Monthly,2012-11,19654091
Total,Total,Total,Monthly,2012-12,21755655
Total,Total,Total,Monthly,2013-01,17978065
Total,Total,Total,Monthly,2013-02,18928090
Total,Total,Total,Monthly,2013-03,21284490
Total,Total,Total,Monthly,2013-04,20634088
Total,Total,Total,Monthly,2013-05,22504413
Total,Total,Total,Monthly,2013-06,22171764
Total,Total,Total,Monthly,2013-07,22152630
Total,Total,Total,Monthly,2013-08,23543247
Total,Total,Total,Monthly,2013-09,22687546
Total,Total,Total,Monthly,2013-10,22706928
Total,Total,Total,Monthly,2013-11,21837777
Total,Total,Total,Monthly,2013-12,25528894
Total,Total,Total,Monthly,2014-01,21981006
Total,Total,Total,Monthly,2014-02,22428450
Total,Total,Total,Monthly,2014-03,23981938
Total,Total,Total,Monthly,2014-04,22253514
Total,Total,Total,Monthly,2014-05,21955980
Total,Total,Total,Monthly,2014-06,21862695
Total,Total,Total,Monthly,2014-07,22169505
Total,Total,Total,Monthly,2014-08,21755089
Total,Total,Total,Monthly,2014-09,21199738
Total,Total,Total,Monthly,2014-10,21835893
Total,Total,Total,Monthly,2014-11,20961664
Total,Total,Total,Monthly,2014-12,23536325
Total,Total,Total,Monthly,2015-01,19859363
Total,Total,Total,Monthly,2015-02,20575622
Total,Total,Total,Monthly,2015-03,21966505
Total,Total,Total,Monthly,2015-04,18977489
Total,Total,Total,Monthly,2015-05,20456792
Total,Total,Total,Monthly,2015-06,21256754
Total,Total,Total,Monthly,2015-07,21427992
Total,Total,Total,Monthly,2015-08,21536899
Total,Total,Total,Monthly,2015-09,21849337
Total,Total,Total,Monthly,2015-10,21166004
Total,Total,Total,Monthly,2015-11,19975768
