COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,value
Miscellaneous manufactured articles,Total,Total,Monthly,2020-02,727935
Miscellaneous manufactured articles,Total,Total,Monthly,2020-03,704654
Miscellaneous manufactured articles,Total,Total,Monthly,2020-04,451037
Miscellaneous manufactured articles,Total,Total,Monthly,2020-05,522796
Miscellaneous manufactured articles,Total,Total,Monthly,2020-06,564156
Miscellaneous manufactured articles,Total,Total,Monthly,2020-07,602129
Miscellaneous manufactured articles,Total,Total,Monthly,2020-08,605774
Miscellaneous manufactured articles,Total,Total,Monthly,2020-09,561165
Miscellaneous manufactured articles,Total,Total,Monthly,2020-10,729725
Miscellaneous manufactured articles,Total,Total,Monthly,2020-11,678623
Miscellaneous manufactured articles,Total,Total,Monthly,2020-12,674362
Miscellaneous manufactured articles,Total,Total,Monthly,2021-01,464972
Miscellaneous manufactured articles,Total,Total,Monthly,2021-02,548574
Miscellaneous manufactured articles,Total,Total,Monthly,2021-03,740406
Miscellaneous manufactured articles,Total,Total,Monthly,2021-04,592572
Miscellaneous manufactured articles,Total,Total,Monthly,2021-05,647810
Miscellaneous manufactured articles,Total,Total,Monthly,2021-06,663955
Miscellaneous manufactured articles,Total,Total,Monthly,2021-07,730512
Miscellaneous manufactured articles,Total,Total,Monthly,2021-08,708370
Miscellaneous manufactured articles,Total,Total,Monthly,2021-09,727111
Miscellaneous manufactured articles,Total,Total,Monthly,2021-10,721413
Miscellaneous manufactured articles,Total,Total,Monthly,2021-11,782902
Miscellaneous manufactured articles,Total,Total,Monthly,2021-12,706603
Miscellaneous manufactured articles,Total,Total,Monthly,2022-01,571940
Miscellaneous manufactured articles,Total,Total,Monthly,2022-02,718350
Miscellaneous manufactured articles,Total,Total,Monthly,2022-03,793400
Miscellaneous manufactured articles,Total,Total,Monthly,2022-04,677986
Miscellaneous manufactured articles,Total,Total,Monthly,2022-05,719163
Miscellaneous manufactured articles,Total,Total,Monthly,2022-06,734149
Miscellaneous manufactured articles,Total,Total,Monthly,2022-07,719891
Miscellaneous manufactured articles,Total,Total,Monthly,2022-08,822457
Miscellaneous manufactured articles,Total,Total,Monthly,2022-09,758452
Miscellaneous manufactured articles,Total,Total,Monthly,2022-10,868635
Miscellaneous manufactured articles,Total,Total,Monthly,2022-11,872780
Miscellaneous manufactured articles,Total,Total,Monthly,2022-12,820665
Miscellaneous manufactured articles,Total,Total,Monthly,2023-01,597714
Miscellaneous manufactured articles,Total,Total,Monthly,2023-02,740458
Miscellaneous manufactured articles,Total,Total,Monthly,2023-03,851417
Miscellaneous manufactured articles,Total,Total,Monthly,2023-04,798954
Miscellaneous manufactured articles,Total,Total,Monthly,2023-05,1144296
Miscellaneous manufactured articles,Total,Total,Monthly,2023-06,896180
Miscellaneous manufactured articles,Total,Total,Monthly,2023-07,971604
Miscellaneous manufactured articles,Total,Total,Monthly,2023-08,935884
Miscellaneous manufactured articles,Total,Total,Monthly,2023-09,841971
Miscellaneous manufactured articles,Total,Total,Monthly,2023-10,861722
Miscellaneous manufactured articles,Total,Total,Monthly,2023-11,946866
Miscellaneous manufactured articles,Total,Total,Monthly,2023-12,930287
Miscellaneous manufactured articles,Total,Total,Monthly,2024-01,677041
Miscellaneous manufactured articles,Total,Total,Monthly,2024-02,884655
Miscellaneous manufactured articles,Total,Total,Monthly,2024-03,854668
Miscellaneous manufactured articles,Total,Total,Monthly,2024-04,835411
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-01,805289
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-02,1087718
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-03,1214554
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-04,1122375
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-05,1186865
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-06,1153406
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-07,1079912
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-08,1135671
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-09,1108252
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-10,1265101
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-11,1285250
Manufactured goods classified chiefly by material,Total,Total,Monthly,2000-12,1127501
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-01,965532
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-02,1111748
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-03,1328332
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-04,1212491
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-05,1167715
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-06,1240653
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-07,1235141
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-08,1104959
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-09,1240481
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-10,1154585
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-11,1110665
Manufactured goods classified chiefly by material,Total,Total,Monthly,2001-12,1046403
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-01,1063654
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-02,1110365
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-03,1241594
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-04,1080505
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-05,1145581
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-06,1037657
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-07,1146495
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-08,1133857
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-09,1118335
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-10,1153300
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-11,1080938
Manufactured goods classified chiefly by material,Total,Total,Monthly,2002-12,1147496
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-01,970125
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-02,875248
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-03,1100121
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-04,950430
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-05,956002
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-06,975427
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-07,857464
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-08,920730
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-09,951010
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-10,935072
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-11,928023
Manufactured goods classified chiefly by material,Total,Total,Monthly,2003-12,952653
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-01,742859
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-02,869126
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-03,1045256
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-04,980577
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-05,1091038
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-06,1094265
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-07,978862
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-08,1021840
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-09,1114234
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-10,1035728
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-11,1039472
Manufactured goods classified chiefly by material,Total,Total,Monthly,2004-12,999940
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-01,1000078
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-02,915190
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-03,1046410
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-04,1154753
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-05,1031309
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-06,1009896
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-07,1048970
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-08,1021978
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-09,1094272
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-10,1053272
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-11,1203468
Manufactured goods classified chiefly by material,Total,Total,Monthly,2005-12,1358687
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-01,1088789
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-02,1203208
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-03,1393978
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-04,1335602
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-05,1549318
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-06,1630227
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-07,1504623
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-08,1478493
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-09,1424394
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-10,1530832
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-11,1531774
Manufactured goods classified chiefly by material,Total,Total,Monthly,2006-12,1615681
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-01,1525726
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-02,1509558
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-03,1690990
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-04,1668386
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-05,1782379
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-06,1372138
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-07,1616003
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-08,1496846
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-09,1515702
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-10,1262793
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-11,1429855
Manufactured goods classified chiefly by material,Total,Total,Monthly,2007-12,1709438
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-01,1062982
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-02,1366316
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-03,1646146
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-04,1439488
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-05,1654581
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-06,1599210
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-07,1479906
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-08,1636802
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-09,1632848
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-10,1619530
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-11,1556319
Manufactured goods classified chiefly by material,Total,Total,Monthly,2008-12,1323110
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-01,1044558
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-02,1140972
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-03,1139943
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-04,1122950
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-05,1192219
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-06,1214688
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-07,1080987
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-08,1201096
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-09,1098812
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-10,1261639
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-11,1018026
Manufactured goods classified chiefly by material,Total,Total,Monthly,2009-12,1203610
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-01,1016368
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-02,1048953
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-03,1226588
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-04,1298541
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-05,1456338
