MEASURE,DATA_ITEM,REGION,TSEST,FREQ,TIME_PERIOD,value,latitude,longitude
Current Prices,Goods and services credits,Victoria,Original,Quarterly,2024-Q1,17570,-37.8136,144.9631
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2020-Q1,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2020-Q2,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2020-Q3,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2020-Q4,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2021-Q1,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2021-Q2,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2021-Q3,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2021-Q4,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2022-Q1,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2022-Q2,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2022-Q3,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2022-Q4,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2023-Q1,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2023-Q2,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2023-Q3,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2023-Q4,,-42.8821,147.3272
Current Prices,Goods and services debits,Tasmania,Trend,Quarterly,2024-Q1,,-42.8821,147.3272
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q1,-9397,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q2,-8629,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q3,-9008,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q4,-9430,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q1,-8873,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q2,-9492,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q3,-9197,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q4,-10298,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q1,-11868,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q2,-13153,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q3,-13361,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q4,-13056,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q1,-13525,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q2,-12731,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q3,-14135,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q4,-14416,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Seasonally Adjusted,Quarterly,2024-Q1,-13609,-31.9505,115.8605
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2020-Q1,-3488,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2020-Q2,-1074,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2020-Q3,-1092,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2020-Q4,-1219,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2021-Q1,-1198,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2021-Q2,-1300,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2021-Q3,-1396,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2021-Q4,-1605,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2022-Q1,-2166,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2022-Q2,-2834,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2022-Q3,-3731,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2022-Q4,-3944,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2023-Q1,-4019,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2023-Q2,-4821,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2023-Q3,-5410,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2023-Q4,-4886,-27.4698,153.0251
Current Prices,Services debits,Queensland,Seasonally Adjusted,Quarterly,2024-Q1,-5046,-27.4698,153.0251
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2020-Q1,-25348,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2020-Q2,-22505,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2020-Q3,-23501,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2020-Q4,-25463,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2021-Q1,-24372,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2021-Q2,-26236,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2021-Q3,-27219,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2021-Q4,-30245,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2022-Q1,-32742,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2022-Q2,-33593,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2022-Q3,-38893,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2022-Q4,-38234,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2023-Q1,-35187,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2023-Q2,-37913,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2023-Q3,-41215,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2023-Q4,-39516,-37.8136,144.9631
Current Prices,Goods and services debits,Victoria,Original,Quarterly,2024-Q1,-38303,-37.8136,144.9631
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q1,3296,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q2,3031,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q3,2745,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q4,2200,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q1,2651,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q2,2448,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q3,4693,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q4,5010,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q1,4341,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q2,4972,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q3,3402,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q4,4788,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q1,4316,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q2,4093,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q3,4021,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q4,3661,-12.4634,130.8456
Current Prices,Goods credits,Northern Territory,Seasonally Adjusted,Quarterly,2024-Q1,2786,-12.4634,130.8456
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2020-Q1,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2020-Q2,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2020-Q3,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2020-Q4,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2021-Q1,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2021-Q2,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2021-Q3,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2021-Q4,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2022-Q1,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2022-Q2,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2022-Q3,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2022-Q4,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2023-Q1,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2023-Q2,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2023-Q3,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2023-Q4,,-34.9285,138.6007
Current Prices,Goods and services credits,South Australia,Trend,Quarterly,2024-Q1,,-34.9285,138.6007
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q1,19565,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q2,18053,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q3,13803,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q4,14528,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q1,15195,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q2,17399,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q3,22461,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q4,28506,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q1,33078,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q2,40445,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q3,34324,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q4,34374,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q1,31567,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q2,32623,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q3,29190,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q4,29948,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Seasonally Adjusted,Quarterly,2024-Q1,29906,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2020-Q1,18723,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2020-Q2,17772,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2020-Q3,14145,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2020-Q4,15030,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2021-Q1,14577,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2021-Q2,17087,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2021-Q3,22872,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2021-Q4,29732,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2022-Q1,31707,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2022-Q2,39701,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2022-Q3,34698,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2022-Q4,36129,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2023-Q1,30248,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2023-Q2,31999,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2023-Q3,29341,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2023-Q4,31696,-27.4698,153.0251
Current Prices,Goods credits,Queensland,Original,Quarterly,2024-Q1,28584,-27.4698,153.0251
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q1,-348,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q2,-276,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q3,-352,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2020-Q4,-328,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q1,-299,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q2,-243,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q3,-385,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2021-Q4,-499,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q1,-391,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q2,-513,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q3,-570,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2022-Q4,-513,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q1,-560,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q2,-498,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q3,-496,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2023-Q4,-492,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Seasonally Adjusted,Quarterly,2024-Q1,-486,-42.8821,147.3272
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2020-Q1,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2020-Q2,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2020-Q3,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2020-Q4,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2021-Q1,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2021-Q2,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2021-Q3,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2021-Q4,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2022-Q1,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2022-Q2,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2022-Q3,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2022-Q4,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2023-Q1,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2023-Q2,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2023-Q3,,-35.2809,149.1300
Current Prices,Services debits,Australian Capital Territory,Trend,Quarterly,2023-Q4,,-35.2809,149.1300
